"Name","Value"
"210","16915"
"a380","46761"
"a580","96041"
"a750","96380"
"a770","124990"
"gt-1030","29426"
"gt-710","15700"
"gt-730","20900"
"gtx-1050-ti","59990"
"gtx-1630","48600"
"gtx-1650","63150"
"gtx-1660","104679"
"gtx-1660-super","94900"
"gtx-1660-ti","106543"
"p1000","114745"
"p2000","236390"
"p2200","229790"
"p400","54900"
"r7-240","30488"
"rtx-2060","109899"
"rtx-2060-super","206670"
"rtx-3050","92710"
"rtx-3060","113030"
"rtx-3060-ti","126164"
"rtx-3070","169999"
"rtx-3070-ti","206284"
"rtx-3080","304720"
"rtx-3080-ti","489990"
"rtx-3090","766426"
"rtx-4000","694760"
"rtx-4060","125255"
"rtx-4060-ti","162790"
"rtx-4070","249100"
"rtx-4070-ti","351490"
"rtx-4080","484900"
"rtx-4090","705160"
"rtx-5000",
"rtx-a2000","199958"
"rtx-a4000","204534"
"rtx-a4500","536990"
"rtx-a5000","1016737"
"rtx-a6000","2063043"
"rx-550","30800"
"rx-560","39190"
"rx-580","124900"
"rx-6400","57940"
"rx-6500-xt","67200"
"rx-6600","82390"
"rx-6600-xt","130000"
"rx-6650-xt","98010"
"rx-6700","112990"
"rx-6700-xt","139000"
"rx-6750-xt","152789"
"rx-6800","186990"
"rx-6800-xt","223821"
"rx-6900-xt","268390"
"rx-6950-xt","337640"
"rx-7600","114100"
"rx-7700-xt","195562"
"rx-7800-xt","223266"
"rx-7900-xt","325490"
"rx-7900-xtx","403964"
"w7600","320210"
"w7800","1030070"
"w7900","1704345"
"wx-3200","71297"
"wx-5100","92386"
