"Name","Value"
"210","22630"
"gt-1030","42840"
"gt-710","24580"
"gt-730","28610"
"gtx-1050-ti","73660"
"gtx-1060","174120"
"gtx-1630","71130"
"gtx-1650","80270"
"gtx-1650-super","110900"
"gtx-1660","114780"
"gtx-1660-super","121680"
"gtx-1660-ti","127995"
"p1000","152840"
"p2000","226260"
"p2200","245000"
"p400","48960"
"p620","79615"
"r7-240","46786"
"rtx-2060","135380"
"rtx-2060-super","163800"
"rtx-3050","134400"
"rtx-3060","174100"
"rtx-3060-ti","205710"
"rtx-3070","262280"
"rtx-3070-ti","259900"
"rtx-3080","365370"
"rtx-3080-ti","461190"
"rtx-3090","471880"
"rtx-3090-ti","598500"
"rtx-4000","429920"
"rtx-5000","759720"
"rx-550","54100"
"rx-560","67200"
"rx-580","100256"
"rx-6400","70700"
"rx-6500-xt","90070"
"rx-6600","142790"
"rx-6600-xt","179800"
"rx-6650-xt","168800"
"rx-6700","191690"
"rx-6700-xt","188000"
"rx-6750-xt","240890"
"rx-6800","275000"
"rx-6800-xt","297151"
"rx-6900-xt","349990"
"rx-6950-xt","528380"
"wx-2100","74200"
"wx-3100","101290"
"wx-3200","74120"
"wx-5100","168780"
"wx-8200","430751"
