"Name","Value"
"210","21370"
"a380","64820"
"a750","115080"
"a770","133180"
"gt-1030","31500"
"gt-710","17990"
"gt-730","25870"
"gtx-1050-ti","71774"
"gtx-1060","99900"
"gtx-1630","57800"
"gtx-1650","63128"
"gtx-1660","97342"
"gtx-1660-super","89484"
"gtx-1660-ti","96990"
"p1000","160882"
"p2000","220590"
"p2200","232310"
"p400","53360"
"r7-240","24090"
"rtx-2060","115260"
"rtx-3050",
"rtx-3060",
"rtx-3060-ti",
"rtx-3070",
"rtx-3070-ti","239030"
"rtx-3080","312960"
"rtx-3080-ti","514678"
"rtx-3090","600901"
"rtx-4000","430749"
"rtx-4070-ti","358990"
"rtx-4080","506000"
"rtx-4090","696000"
"rtx-5000","696370"
"rtx-6000","1910171"
"rtx-a2000","198308"
"rtx-a4000","436570"
"rtx-a4500","659160"
"rtx-a5000","1125650"
"rtx-a5500","1443410"
"rtx-a6000","2406500"
"rx-550","33830"
"rx-560","51900"
"rx-570","68390"
"rx-580","164490"
"rx-6400","56760"
"rx-6500-xt","67302"
"rx-6600","104930"
"rx-6600-xt","134990"
"rx-6650-xt","125490"
"rx-6700","142890"
"rx-6700-xt","163400"
"rx-6750-xt","178090"
"rx-6800","211574"
"rx-6800-xt","269900"
"rx-6900-xt","333900"
"rx-6950-xt","305390"
"rx-7900-xt","363470"
"rx-7900-xtx","458520"
"wx-3100","95241"
"wx-3200","82986"
"wx-5100","135642"
"wx-8200","318290"
