"Name","Value"
"210","14990"
"gt-1030","28210"
"gt-710","12560"
"gt-730","17140"
"gtx-1050-ti","68890"
"gtx-1060","174701"
"gtx-1650","82261"
"gtx-1650-super","119990"
"gtx-1660","139990"
"gtx-1660-super","144900"
"m4000","290799"
"p1000","121000"
"p2000","169720"
"p2200","181950"
"p4000","307750"
"p620","62405"
"r7-240","27630"
"rtx-2060","199600"
"rtx-2080-super","325000"
"rtx-3070","399000"
"rtx-3080","879000"
"rtx-3090","889900"
"rtx-4000","344058"
"rtx-5000","719940"
"rtx-6000","2001520"
"rtx-8000","2154390"
"rx-550","30349"
"rx-5500-xt","126370"
"rx-570","129000"
"rx-580","135990"
"rx-6800","390000"
"rx-6800-xt","550000"
"rx-6900-xt","629990"
"wx-2100","53590"
"wx-3200","71880"
"wx-4100","119090"
"wx-5100","179307"
"wx-7100","283025"
