"Name","Value"
"210","26280"
"gt-1030","41400"
"gt-710","22890"
"gt-730","28200"
"gtx-1050-ti","79870"
"gtx-1060","181300"
"gtx-1630","66500"
"gtx-1650","78090"
"gtx-1650-super","159990"
"gtx-1660","113000"
"gtx-1660-super","118390"
"gtx-1660-ti","120150"
"p1000","144820"
"p2000","217400"
"p2200","242760"
"p400","44900"
"p620","73900"
"r7-240","46786"
"rtx-2060","128630"
"rtx-2060-super","165220"
"rtx-3050","134410"
"rtx-3060","169999"
"rtx-3060-ti","198110"
"rtx-3070","244320"
"rtx-3070-ti","286890"
"rtx-3080","358370"
"rtx-3080-ti","457820"
"rtx-3090","486500"
"rtx-3090-ti","591510"
"rtx-4000","429920"
"rtx-5000","753237"
"rx-550","50900"
"rx-5500-xt","97900"
"rx-560","67200"
"rx-570",
"rx-580","97263"
"rx-6400","70580"
"rx-6500-xt","85290"
"rx-6600","135000"
"rx-6600-xt","177572"
"rx-6650-xt","180900"
"rx-6700-xt","184130"
"rx-6750-xt","242910"
"rx-6800","275000"
"rx-6800-xt","320900"
"rx-6900-xt","346490"
"rx-6950-xt","486190"
"wx-2100","70870"
"wx-3100","101290"
"wx-3200","71420"
"wx-5100","230900"
"wx-8200","413000"
