"Name","Value"
"210","21090"
"a380","55860"
"a750","99290"
"a770","119840"
"gt-1030","30360"
"gt-710","17500"
"gt-730","23380"
"gtx-1050-ti","73349"
"gtx-1060","99900"
"gtx-1630","51860"
"gtx-1650","59590"
"gtx-1660","96000"
"gtx-1660-super","90380"
"gtx-1660-ti","99970"
"p1000","139659"
"p2000","235690"
"p2200","210249"
"p400","50390"
"p620","86990"
"rtx-2060","99990"
"rtx-2060-super","534105"
"rtx-3050","89990"
"rtx-3060","106990"
"rtx-3060-ti","134990"
"rtx-3070","179900"
"rtx-3070-ti","213030"
"rtx-3080","304419"
"rtx-3080-ti","340749"
"rtx-3090","569000"
"rtx-4000","455244"
"rtx-4060","128690"
"rtx-4060-ti","167190"
"rtx-4070","249682"
"rtx-4070-ti","339260"
"rtx-4080","493960"
"rtx-4090","657820"
"rtx-5000","852570"
"rtx-6000","1114909"
"rtx-8000","3715273"
"rtx-a2000","212037"
"rtx-a4000","189675"
"rtx-a4500","617660"
"rtx-a5000","940817"
"rtx-a5500","1488160"
"rtx-a6000","2222500"
"rx-550","30734"
"rx-560","44900"
"rx-570","62690"
"rx-580","66890"
"rx-6400","55570"
"rx-6500-xt","61800"
"rx-6600","82120"
"rx-6600-xt","142606"
"rx-6650-xt","100190"
"rx-6700","132350"
"rx-6700-xt","143900"
"rx-6750-xt","158790"
"rx-6800","213830"
"rx-6800-xt","243370"
"rx-6900-xt","279990"
"rx-6950-xt","296620"
"rx-7600","113983"
"rx-7900-xt","334090"
"rx-7900-xtx","412730"
"wx-2100","76905"
"wx-3100","98464"
"wx-3200","71090"
"wx-4100","235528"
"wx-5100","146199"
"wx-7100","335000"
"wx-8200","452501"
