"Name","Value"
"210","20980"
"a380","65990"
"a750","117290"
"a770","138990"
"gt-1030","30817"
"gt-710","20690"
"gt-730","26130"
"gtx-1050-ti","72990"
"gtx-1060","99900"
"gtx-1630","55400"
"gtx-1650","64000"
"gtx-1650-super","112375"
"gtx-1660","105950"
"gtx-1660-super","91990"
"gtx-1660-ti","93409"
"p1000","166256"
"p2000","226290"
"p2200","228820"
"p400","54990"
"r7-240","26460"
"rtx-2060","111990"
"rtx-3050","114530"
"rtx-3060","129990"
"rtx-3060-ti","175440"
"rtx-3070","218345"
"rtx-3070-ti","250450"
"rtx-3080","319199"
"rtx-3080-ti","585090"
"rtx-3090","799990"
"rtx-4000","447529"
"rtx-4070-ti","382900"
"rtx-4080","517990"
"rtx-4090","729990"
"rtx-5000","697675"
"rtx-6000","2222320"
"rtx-a2000","210157"
"rtx-a4000","440990"
"rtx-a4500","663190"
"rtx-a5000","1125740"
"rtx-a5500","1605660"
"rtx-a6000","2388140"
"rx-550","35900"
"rx-560","55130"
"rx-570","145370"
"rx-580","164990"
"rx-6400","57800"
"rx-6500-xt","70990"
"rx-6600","109670"
"rx-6600-xt","131800"
"rx-6650-xt","128900"
"rx-6700","140990"
"rx-6700-xt","169890"
"rx-6750-xt","182990"
"rx-6800","217700"
"rx-6800-xt","269900"
"rx-6900-xt","336901"
"rx-6950-xt","312430"
"rx-7900-xt","380150"
"rx-7900-xtx","460750"
"wx-3100","97773"
"wx-3200","84522"
"wx-5100","139219"
"wx-8200","343290"
