"Name","Value"
"210","15170"
"gt-1030","25359"
"gt-710","30120"
"gt-730","22750"
"gtx-1050-ti","82590"
"gtx-1060","193750"
"gtx-1650","93590"
"gtx-1650-super","179990"
"gtx-1660","151690"
"gtx-1660-super","161995"
"gtx-1660-ti","164690"
"p1000","130353"
"p2000","220490"
"p2200","226550"
"p400","41614"
"p620","71080"
"r7-240","47890"
"rtx-2060","181091"
"rtx-2060-super","259350"
"rtx-3050","168600"
"rtx-3060","236290"
"rtx-3060-ti","283490"
"rtx-3070","331490"
"rtx-3070-ti","384990"
"rtx-3080","495320"
"rtx-3080-ti","619490"
"rtx-3090","965070"
"rtx-4000","382110"
"rtx-5000","765167"
"rtx-6000","1649364"
"rtx-8000","2620620"
"rx-550","47990"
"rx-560","91570"
"rx-580","199900"
"rx-6500-xt","100950"
"rx-6600","189890"
"rx-6600-xt","215920"
"rx-6700-xt","306390"
"rx-6800","467230"
"rx-6800-xt","479900"
"rx-6900-xt","564280"
"wx-2100","118538"
