"Name","Value"
"210","21580"
"gt-1030","42361"
"gt-710","23790"
"gt-730","27483"
"gtx-1050-ti","68890"
"gtx-1060","167230"
"gtx-1630","65990"
"gtx-1650","82390"
"gtx-1650-super","109899"
"gtx-1660","114830"
"gtx-1660-super","123430"
"gtx-1660-ti","127995"
"p1000","160390"
"p2000","226260"
"p2200","236390"
"p400","48190"
"p620","79615"
"r7-240","50000"
"rtx-2060","134607"
"rtx-2060-super","173720"
"rtx-3050","133280"
"rtx-3060","175700"
"rtx-3060-ti","217690"
"rtx-3070","259990"
"rtx-3070-ti","295499"
"rtx-3080","374890"
"rtx-3080-ti","470180"
"rtx-3090","444000"
"rtx-3090-ti","522800"
"rtx-4000","429920"
"rtx-5000","743393"
"rx-550","29900"
"rx-560","67200"
"rx-580","92954"
"rx-6400","76370"
"rx-6500-xt","89170"
"rx-6600","140170"
"rx-6600-xt","170999"
"rx-6650-xt","177334"
"rx-6700","189610"
"rx-6700-xt","209770"
"rx-6750-xt","240890"
"rx-6800","275000"
"rx-6800-xt","317490"
"rx-6900-xt","351729"
"rx-6950-xt","517990"
"wx-2100","78700"
"wx-3100","106990"
"wx-3200","108400"
"wx-5100","174450"
"wx-8200","438570"
