"Name","Value"
"210","15089"
"gt-1030","36530"
"gt-710","17840"
"gt-730","24800"
"gtx-1050-ti","67590"
"gtx-1060","193750"
"gtx-1650","83039"
"gtx-1650-super","145800"
"gtx-1660","131439"
"gtx-1660-super","132565"
"gtx-1660-ti","125700"
"p1000","135680"
"p2000","214820"
"p2200","282000"
"p400","47740"
"p620","73480"
"r7-240","46786"
"rtx-2060","156329"
"rtx-2060-super","234280"
"rtx-3050","146590"
"rtx-3060","187290"
"rtx-3060-ti","234690"
"rtx-3070","280389"
"rtx-3070-ti","325990"
"rtx-3080","386198"
"rtx-3080-ti","531860"
"rtx-3090","743090"
"rtx-3090-ti","849999"
"rtx-4000","380690"
"rtx-5000","763380"
"rtx-6000","2096900"
"rtx-8000","3059896"
"rx-550","49050"
"rx-5500-xt","247659"
"rx-560","66990"
"rx-570","236159"
"rx-580","193389"
"rx-6400","74440"
"rx-6500-xt","81690"
"rx-6600","154780"
"rx-6600-xt","184950"
"rx-6700-xt","240110"
"rx-6800","366500"
"rx-6800-xt","407290"
"rx-6900-xt","413370"
"wx-2100","61790"
"wx-3100","94610"
"wx-3200","95320"
"wx-5100","204820"
