"Name","Value"
"210","20880"
"a380","65900"
"a750","115700"
"a770","134780"
"gt-1030","30200"
"gt-710","19190"
"gt-730","25950"
"gtx-1050-ti","72990"
"gtx-1060","99900"
"gtx-1630","55400"
"gtx-1650","64200"
"gtx-1650-super","106600"
"gtx-1660","103541"
"gtx-1660-super","93990"
"gtx-1660-ti","93409"
"p1000","166950"
"p2000","224010"
"p2200","235030"
"p400","54990"
"r7-240","24210"
"rtx-2060","112990"
"rtx-3050","113620"
"rtx-3060","122650"
"rtx-3060-ti","177030"
"rtx-3070","222740"
"rtx-3070-ti","233430"
"rtx-3080","325890"
"rtx-3080-ti","514678"
"rtx-3090","625900"
"rtx-4000","436339"
"rtx-4070-ti","372690"
"rtx-4080","508850"
"rtx-4090","692970"
"rtx-5000","696370"
"rtx-6000","2122414"
"rtx-a2000","216220"
"rtx-a4000","436590"
"rtx-a4500","671100"
"rtx-a5000","1125720"
"rtx-a5500","1460550"
"rtx-a6000","2466080"
"rx-550","34890"
"rx-560","53310"
"rx-570","145370"
"rx-580","164990"
"rx-6400","56770"
"rx-6500-xt","68517"
"rx-6600","104990"
"rx-6600-xt","131891"
"rx-6650-xt","127790"
"rx-6700","142890"
"rx-6700-xt","169890"
"rx-6750-xt","175890"
"rx-6800","217700"
"rx-6800-xt","269900"
"rx-6900-xt","336901"
"rx-6950-xt","313550"
"rx-7900-xt","373360"
"rx-7900-xtx","463450"
"wx-3100","97754"
"wx-3200","83624"
"wx-5100","139197"
"wx-8200","343890"
