"Name","Value"
"210","12820"
"gt-1030","29899"
"gt-710","12680"
"gt-730","21590"
"gtx-1050-ti","71990"
"gtx-1060","169762"
"gtx-1650","88299"
"gtx-1650-super","133750"
"gtx-1660","189995"
"gtx-1660-super","134699"
"gtx-1660-ti","163099"
"p1000","120594"
"p2000","159620"
"p2200","158900"
"p400","43270"
"p4000","306180"
"p620","66890"
"r7-240","32570"
"rtx-2060","285600"
"rtx-2060-super","309990"
"rtx-2080-super","587510"
"rtx-3060","288598"
"rtx-3070","519990"
"rtx-3080","839990"
"rtx-3090","1099990"
"rtx-4000","346700"
"rtx-5000","732600"
"rtx-6000","2053600"
"rtx-8000","3087430"
"rx-550","37900"
"rx-570","232600"
"rx-5700-xt","477250"
"rx-580","232640"
"rx-6800","539990"
"rx-6800-xt","568564"
"rx-6900-xt","649900"
"wx-2100","55690"
"wx-3100","172265"
"wx-3200","79890"
