"Name","Value"
"210","14990"
"a380","46490"
"a580","85090"
"a750","89990"
"a770","124990"
"gt-1030","28910"
"gt-710","17450"
"gt-730","20900"
"gtx-1050-ti","67203"
"gtx-1630","55569"
"gtx-1650","65450"
"gtx-1660","89990"
"gtx-1660-super","89900"
"gtx-1660-ti","103075"
"p1000","114465"
"p2000","215869"
"p2200","229229"
"p400","56900"
"r7-240","30480"
"rtx-2060","107200"
"rtx-2060-super","202750"
"rtx-3050","95620"
"rtx-3060","111440"
"rtx-3060-ti","123990"
"rtx-3070","179990"
"rtx-3070-ti","229940"
"rtx-3080","295153"
"rtx-3080-ti","353939"
"rtx-3090","770636"
"rtx-4000","632929"
"rtx-4060","125255"
"rtx-4060-ti","159990"
"rtx-4070","243990"
"rtx-4070-ti","347020"
"rtx-4080","484490"
"rtx-4090","763990"
"rtx-a2000","199010"
"rtx-a4000","200216"
"rtx-a4500","448310"
"rtx-a5000","945069"
"rtx-a6000","1817889"
"rx-550","30804"
"rx-560","38840"
"rx-580","124900"
"rx-6400","52369"
"rx-6500-xt","70400"
"rx-6600","81290"
"rx-6600-xt","130000"
"rx-6650-xt","104990"
"rx-6700","112300"
"rx-6700-xt","136290"
"rx-6750-xt","150190"
"rx-6800","175590"
"rx-6800-xt","223050"
"rx-6900-xt","249999"
"rx-7600","114808"
"rx-7700-xt","187897"
"rx-7800-xt","221806"
"rx-7900-xt","324040"
"rx-7900-xtx","412610"
"w7600","307780"
"w7800","981390"
"w7900","1620774"
"wx-3200","69699"
"wx-5100","92738"
