"Name","Value"
"210","18120"
"gt-1030","40400"
"gt-710","22094"
"gt-730","27211"
"gtx-1050-ti","76632"
"gtx-1060","193750"
"gtx-1630","73730"
"gtx-1650","77317"
"gtx-1650-super","136620"
"gtx-1660","123990"
"gtx-1660-super","123620"
"gtx-1660-ti","125995"
"p1000","141548"
"p2000","217670"
"p2200","244806"
"p400","38200"
"p620","67560"
"r7-240","46786"
"rtx-2060","129040"
"rtx-2060-super","180550"
"rtx-3050","132410"
"rtx-3060","167439"
"rtx-3060-ti","214490"
"rtx-3070","256640"
"rtx-3070-ti","291450"
"rtx-3080","366390"
"rtx-3080-ti","435790"
"rtx-3090","577063"
"rtx-3090-ti","616290"
"rtx-4000","399268"
"rtx-5000","759714"
"rtx-8000","3246206"
"rx-550","46969"
"rx-560","66990"
"rx-580","94714"
"rx-6400","68970"
"rx-6500-xt","81900"
"rx-6600","138395"
"rx-6600-xt","161279"
"rx-6650-xt","165034"
"rx-6700-xt","212190"
"rx-6750-xt","247400"
"rx-6800","293220"
"rx-6800-xt","319446"
"rx-6900-xt","385450"
"rx-6950-xt","508990"
"wx-2100","81630"
"wx-3100","102590"
"wx-3200","102890"
"wx-5100","230900"
