"Name","Value"
"210","21970"
"gt-1030","40300"
"gt-710","22450"
"gt-730","26999"
"gtx-1050-ti","74010"
"gtx-1060","157400"
"gtx-1630","67170"
"gtx-1650","75560"
"gtx-1650-super","116900"
"gtx-1660","114990"
"gtx-1660-super","117710"
"gtx-1660-ti","120870"
"p1000","165590"
"p2000","226260"
"p2200","228090"
"p400","46466"
"p620","88590"
"r7-240","46786"
"rtx-2060","128041"
"rtx-2060-super","140370"
"rtx-3050","134090"
"rtx-3060","152920"
"rtx-3060-ti","199900"
"rtx-3070","249800"
"rtx-3070-ti","292390"
"rtx-3080","358590"
"rtx-3080-ti","449900"
"rtx-3090","475427"
"rtx-3090-ti","609307"
"rtx-4000","446970"
"rtx-4090","869900"
"rtx-5000","717793"
"rx-550","46440"
"rx-560","67200"
"rx-580","73835"
"rx-6400","74710"
"rx-6500-xt","87210"
"rx-6600","130870"
"rx-6600-xt","159900"
"rx-6650-xt","159334"
"rx-6700","165990"
"rx-6700-xt","206900"
"rx-6750-xt","226190"
"rx-6800","249900"
"rx-6800-xt","290480"
"rx-6900-xt","364900"
"rx-6950-xt","432900"
"wx-2100","75820"
"wx-3100","102390"
"wx-3200","98500"
"wx-5100","190660"
"wx-8200","387890"
