"Name","Value"
"210","16740"
"a380","46760"
"a580","95086"
"a750","97010"
"a770","124990"
"gt-1030","29420"
"gt-710","15700"
"gt-730","20900"
"gtx-1050-ti","68774"
"gtx-1630","48600"
"gtx-1650","63560"
"gtx-1660","104929"
"gtx-1660-super","94900"
"gtx-1660-ti","131990"
"p1000","114745"
"p2000","236390"
"p2200","229908"
"p400","54900"
"r7-240","30488"
"rtx-2060","107750"
"rtx-2060-super","202282"
"rtx-3050","93554"
"rtx-3060","113030"
"rtx-3060-ti","121923"
"rtx-3070","183600"
"rtx-3070-ti","229940"
"rtx-3080","301680"
"rtx-3080-ti","469990"
"rtx-3090","765625"
"rtx-4000","694110"
"rtx-4060","125255"
"rtx-4060-ti","162790"
"rtx-4070","247940"
"rtx-4070-ti","347190"
"rtx-4080","482600"
"rtx-4090","729251"
"rtx-5000","1052490"
"rtx-a2000","199752"
"rtx-a4000","203772"
"rtx-a4500","511900"
"rtx-a5000","962547"
"rtx-a6000","1922013"
"rx-550","30800"
"rx-560","39440"
"rx-580","124900"
"rx-6400","57885"
"rx-6500-xt","70700"
"rx-6600","82390"
"rx-6600-xt","130000"
"rx-6650-xt","98990"
"rx-6700","112990"
"rx-6700-xt","138651"
"rx-6750-xt","151350"
"rx-6800","186990"
"rx-6800-xt","221990"
"rx-6900-xt","299999"
"rx-6950-xt","335350"
"rx-7600","112950"
"rx-7700-xt","192957"
"rx-7800-xt","225375"
"rx-7900-xt","325490"
"rx-7900-xtx","403000"
"w7600","320210"
"w7800","975170"
"w7900","1646156"
"wx-3200","72983"
"wx-5100","92738"
