"Name","Value"
"210","14970"
"a310","41390"
"a380","50840"
"a580","77990"
"a750","87390"
"a770","116600"
"gt-1030","27710"
"gt-210","12710"
"gt-610","15560"
"gt-710","15500"
"gt-730","21600"
"gtx-1050","53060"
"gtx-1050-ti","61840"
"gtx-1630","59500"
"gtx-1650","59090"
"gtx-1660","99995"
"gtx-1660-super","123900"
"gtx-1660-ti","103199"
"p1000","124557"
"p2200","204382"
"p400","91896"
"r7-240","30620"
"rtx-2000","304420"
"rtx-2060","125995"
"rtx-3050","73800"
"rtx-3060","108990"
"rtx-3060-ti","149990"
"rtx-3070","178620"
"rtx-3070-ti","234999"
"rtx-3080","219459"
"rtx-3080-ti","246889"
"rtx-3090","959000"
"rtx-4000","299999"
"rtx-4060","123470"
"rtx-4060-ti","154190"
"rtx-4070","223990"
"rtx-4070-super","250990"
"rtx-4070-ti","301550"
"rtx-4070-ti-super","346260"
"rtx-4080","411999"
"rtx-4080-super","444910"
"rtx-4090","790490"
"rtx-4500","1226090"
"rtx-5000","727000"
"rtx-6000","2069775"
"rtx-8000","2922948"
"rtx-a1000","181630"
"rtx-a2000","230480"
"rtx-a4000","436010"
"rtx-a4500","886490"
"rtx-a5000","1064780"
"rtx-a5500","2401140"
"rtx-a6000","2036960"
"rx-550","31300"
"rx-5500-xt",
"rx-560","49860"
"rx-570","81880"
"rx-580",
"rx-6400","48590"
"rx-6500-xt","62020"
"rx-6600","81926"
"rx-6600-xt","159990"
"rx-6650-xt","101280"
"rx-6700-xt","178200"
"rx-6750-xt","141990"
"rx-6800","164490"
"rx-6800-xt","204790"
"rx-6900-xt","310000"
"rx-6950-xt","274770"
"rx-7600","111780"
"rx-7600-xt","138840"
"rx-7700-xt","171547"
"rx-7800-xt","209990"
"rx-7900","254990"
"rx-7900-gre","228990"
"rx-7900-xt","317300"
"rx-7900-xtx","403990"
"t1000","135770"
"t400","62300"
"t600","294823"
"w5500",
"w5700",
"w6400",
"w6600",
"w7500",
"w7600","239990"
"w7800","952860"
"w7900","1502990"
"wx-3100","108830"
"wx-3200","57100"
"wx-5100","132933"
"wx-7100","386660"
"wx-8200","165315"
